name,relation,value
圆果灯心草,生活型,一年生草本
圆果灯心草,物候期,花期7月，果期8月
圆根紫堇,生活型,无毛草本
圆根紫堇,物候期,花果期6月前后
小萝卜大戟,生活型,多年生草本
小萝卜大戟,物候期,花果期4至6月
圆冠榆,生活型,落叶乔木
圆冠榆,生活型,幼枝多少被毛
圆冠榆,生活型,花在去年生枝上排成簇状聚伞花花序
圆冠榆,物候期,花果期4至5月
圆果甘草,生活型,多年生草本
圆果甘草,物候期,花期5至7月，果期6至9月
圆果杜英,生活型,乔木
圆果杜英,物候期,花期8至9月
圆果化香树,生活型,落叶小乔木
圆果化香树,生长型,顶生
圆果化香树,物候期,5月开花，7月果成熟
圆果苣苔属,生活型,多年生草本
圆果花楸,生活型,乔木
圆果花楸,生活型,小枝圆柱形
圆果花楸,物候期,花期4至5月，果期8至9月
圆果苣苔,生活型,多年生草本
圆果苣苔,物候期,花期6月
圆果堇菜,生活型,多年生草本
圆果秋海棠,生活型,多年生草本
圆果秋海棠,物候期,花期5至9月
圆果木姜子,生活型,常绿灌木或小乔木
圆果木姜子,物候期,花期2至3月，果期5至6月
圆果猕猴桃,物候期,花期5月上、中旬
圆果蹄盖蕨,生长型,簇生
圆基茶,生活型,乔木
圆基木藜芦,物候期,花期3月开始，果期6至11月
圆坚果薹草,物候期,花果期6至9月
圆茎翅茎草,生活型,一年生草本
圆裂毛茛,生活型,多年生草本
圆裂毛茛,物候期,花果期6月至8月
圆囊薹草,物候期,花果期7至8月
圆球龙胆,生活型,一年生草本
圆球龙胆,物候期,花果期7至10月
圆舌粘冠草,生活型,多年生草本
圆舌粘冠草,物候期,花果期4至11月
圆穗蓼,生活型,多年生草本
圆穗兔耳草,生活型,多年生矮小草本
圆筒穗水蜈蚣,生活型,多年生草本
圆筒穗水蜈蚣,物候期,花果期5至7月
圆穗早熟禾,生活型,多年生
圆穗早熟禾,物候期,花期6至8月
圆头杜鹃,生活型,小乔木或灌木
圆头杜鹃,物候期,花期5至6月，果期9至10月
圆头红腺蕨,生长型,簇生
圆头藜,生活型,一年生草本
圆头藜,物候期,花果期7至9月
圆头柳,生活型,乔木
圆头柳,生活型,小枝细长
圆头柳,物候期,花期5月，果期6月
圆头牛奶菜,物候期,花期9月，果期9月以后
圆腺火筒树,生活型,直立灌木或小乔木
圆腺火筒树,物候期,花期4至5月，果期7至9月
圆腺獐牙菜,生活型,多年生草本
圆腺獐牙菜,物候期,花期5至6月
圆形黄耆,生活型,多年生草本
圆形黄耆,物候期,花期4至5月
圆形黄耆,物候期,果期5至6月
圆芽箭竹,物候期,笋期6月
圆叶澳杨,生活型,灌木至小乔木
圆叶报春,生活型,多年生草本
圆叶报春,物候期,花期6月，果期7至8月
圆叶薄荷,生活型,多年生草本
圆叶钗子股,物候期,花期1月
圆叶茶藨子,物候期,果实球形，直径4至6毫米，红色或红黄色，无柔毛，也无腺毛，味甜，可供食用，花期5至6月，果期7至8月
圆叶唇柱苣苔,生活型,多年生草本
圆叶唇柱苣苔,物候期,花期6至9月
圆叶楤木,生活型,灌木或小乔木
圆叶楤木,生长型,顶生
圆叶丛菔,生活型,多年生草本
圆叶丛菔,物候期,果期7月
圆叶大黄,生活型,中型草本
圆叶点地梅,生活型,多年生草本
圆叶风毛菊,生活型,多年生草本
圆叶风毛菊,物候期,花果期9月
圆叶附地菜,生活型,多年生小草本
圆叶弓果藤,物候期,花期8至9月，果期10至12月
圆叶合头菊,生活型,多年生草本
圆叶合头菊,物候期,花果期7至9月
圆叶红景天,生活型,多年生草本
圆叶红景天,物候期,花期8月
圆叶猴欢喜,生活型,乔木
圆叶猴欢喜,物候期,果期10月
圆叶黄耆,生活型,多年生垫状草本
圆叶黄耆,物候期,花期7至8月，果期8月
圆叶筋骨草,生活型,一年生草本
圆叶筋骨草,物候期,花期6至8月，果期8月以后
圆叶堇菜,生活型,多年生小草本
圆叶堇菜,物候期,花期5至7月
圆叶景天,生活型,多年生草本
圆叶景天,物候期,花期6至7月
圆叶苦荬菜,生活型,多年生草本
圆叶苦荬菜,物候期,花期10月
圆叶老鹳草,生活型,一年生草本
圆叶老鹳草,物候期,花期5至6月，果期6月
圆叶肋柱花,生活型,多年草本
圆叶肋柱花,物候期,花果期8至10月
圆叶柳,物候期,花期7月上旬，果期7月中、下旬
圆叶马蓝,生活型,草本
圆叶马蓝,生长型,顶生
圆叶马铃苣苔,生活型,多年生小草本
圆叶马铃苣苔,物候期,果期10月
圆叶马先蒿,生活型,低矮一年生草本
圆叶马先蒿,物候期,花期7月
圆叶毛莫,生活型,多年生草本
圆叶毛莫,物候期,花果期7月至8月
圆叶珍珠花,生活型,灌木或小乔木
圆叶珍珠花,物候期,花期4至6月，果期7至8月
圆叶南芥,生活型,多年生草本
圆叶南芥,物候期,花期6至7月
圆叶南蛇藤,物候期,花期2至4月
圆叶蒲儿根,生活型,多年生草本
圆叶蒲儿根,生长型,单生
圆叶蒲儿根,物候期,花期5月
圆叶青藤,物候期,果期3月
圆叶秋海棠,生活型,多年生草本
圆叶秋海棠,物候期,花期4月，果期7月
圆叶石豆兰,生长型,顶生
圆叶石豆兰,物候期,花期5月
圆叶梭罗,生活型,乔木
圆叶藤山柳,物候期,花期6月，果期8月
圆叶铁角蕨,生长型,簇生
圆叶土蜜树,生长型,单生
圆叶土蜜树,物候期,花期3至11月，果期9至12月
圆叶娃儿藤,物候期,花期5月，果期6月
圆叶无心菜,生活型,二年生或多年生草本
圆叶无心菜,物候期,花期5至7月
圆叶乌头,物候期,8月开花
圆叶乌桕,生活型,灌木或乔木
圆叶乌桕,物候期,花期4至6月
圆叶舞草,物候期,花期9至10月，果期10至11月
圆叶小堇菜,生活型,多年生小草本
圆叶小堇菜,物候期,花期6至7月，果期7至8月
圆叶绣球,生活型,灌木或小乔木
圆叶绣球,物候期,果期9月
圆叶栒子,物候期,花期5至6月，果期9月
圆叶盐爪爪,物候期,花果期6至8月
清溪杨,生活型,乔木
圆叶野扁豆,生活型,多年生缠绕藤本
圆叶野扁豆,物候期,果期9至10月
圆叶野桐,生活型,小乔木或灌木
圆叶野桐,物候期,花期5至6月，果期8至12月
圆叶玉兰,生活型,落叶灌木
圆叶玉兰,生活型,二年生枝灰白色或淡黄色
圆叶玉兰,物候期,花期5至6月，果期9至10月
圆叶珠子木,生长型,互生
圆叶珠子木,物候期,花果期8至12月
圆枝多核果,生活型,乔木
圆枝多核果,物候期,花期7月
圆柱鸭嘴草,生活型,多年生草本
圆柱叶鸟舌兰,生长型,互生
圆柱叶鸟舌兰,物候期,花期11月，果期12月至次年1月
圆锥菝葜,物候期,花期11月至次年2月，果期6至8月
圆锥果雪胆,生活型,攀援草本
圆锥果雪胆,物候期,花期7至9月，果期9至11月
圆锥飞蛾藤,生长型,顶生
圆锥海桐,生活型,常绿小乔木
圆锥海桐,生活型,叶簇生于枝顶
圆锥花桉,生活型,大乔木
圆锥花桉,物候期,花期8至10月
圆锥花远志,生活型,一年生直立草本
圆锥茎阿魏,生活型,多年生一次结果的草本
圆锥茎阿魏,物候期,花期5至6月，果期6月
圆锥柯,生活型,乔木
圆锥柯,物候期,花期7至9月，果次年同期成熟
圆锥拉拉藤,生活型,多年生草本
圆锥南芥,生活型,二年生草本
圆锥南芥,生长型,顶生
圆锥南芥,物候期,花期5至6月，果期7至9月
圆锥木姜子,生活型,常绿乔木
圆锥木姜子,物候期,花期10月
圆锥苘麻,物候期,花期6至8月
圆锥山蚂蝗,物候期,花、果期6至10月
圆锥蛇根草,物候期,花期4月
圆锥丝瓣芹,生活型,草本
圆锥丝瓣芹,物候期,花期8至9月，果期10月
圆锥薹草,物候期,花果期7月
圆籽荷,生活型,灌木至小乔木
圆籽荷,物候期,花期5至6月
圆锥悬钩子,物候期,花期6至8月，果期9至10月
圆籽荷属,生活型,小乔木
缘翅拟漆姑,生活型,多年生草本
缘翅拟漆姑,物候期,花期5至8月、果期8至10月
缘脉菝葜,物候期,花期4至5月，果期10月
缘毛菝葜,物候期,果期10至11月
缘毛合叶豆,生活型,一年生草本
缘毛合叶豆,生长型,簇生
缘毛合叶豆,物候期,花期8至9月，果期10至11月
缘毛胡椒,物候期,花期1至5月
缘毛棘豆,生活型,多年生草本
缘毛棘豆,物候期,花期5至6月，果期6至7月
缘毛马先蒿,生活型,多年生草本
缘毛南星,生活型,多年生草本
缘毛南星,物候期,花期6月
缘毛薹草,物候期,花果期4月
缘毛鸟足兰,物候期,花果期8至10月
缘毛无心菜,生活型,多年生草本
缘毛无心菜,物候期,花期7至8月
缘毛杨,生活型,乔木
缘毛杨,物候期,花期5月，果期6月
缘腺雀舌木,生长型,单生
缘腺雀舌木,物候期,花果期5至8月
缘毛紫菀,生活型,多年生草本
缘毛紫菀,物候期,花期5至7月
缘毛紫菀,物候期,果期8月
远东芨芨草,生活型,多年生
远东芨芨草,物候期,花果期7至9月
远东羊茅,生活型,多年生
远东羊茅,物候期,花果期6至8月
远志科,生活型,一年生或多年生草本
新疆远志,生活型,多年生草本
新疆远志,物候期,花期5至7月，果期6至9月
远志黄堇,生活型,无毛草本
远志黄堇,物候期,花果期6至8月
远志属,生活型,一年生或多年生草本、灌木或小乔木
远志属,生长型,顶生
远志木蓝,生活型,多年生直立草本或亚灌木状
远志木蓝,物候期,花期5至6月，果期9月
月光花属,生活型,缠绕草本
远轴鳞毛蕨,生长型,簇生
月桂,生活型,常绿小乔木或灌木状
月桂,物候期,花期3至5月，果期6至9月
月桂属,生活型,常绿小乔木
月桂茵芋,物候期,花期4月，果秋后成熟
月季花,物候期,花期4至9月，果期6至11月
月见草属,生活型,一年生、二年生或多年生草本
小芸木,生活型,高达8米的小乔木
小芸木,生活型,树皮灰色
小芸木,物候期,花期2至4月，果期7至9月
月芽铁线蕨,生长型,簇生
月芽铁线蕨,生长型,侧生
月月红,物候期,花期5至7月，稀4月，果期5月或11月
月叶西番莲,物候期,花期4至5月
月座景天,生活型,一年生草本
月座景天,物候期,花期8月，果期9月
岳桦,生活型,乔木
岳麓山茶竿竹,物候期,笋期5月，花期4至6月
岳麓紫菀,生活型,多年生草本
岳麓紫菀,物候期,花果期7至9月
粤北柯,生活型,乔木
粤北柯,物候期,花期5至6月，果次年8至10月成熟
粤北轴脉蕨,生长型,簇生
粤赣荚蒾,生活型,当年小枝连同叶柄、花序、萼及花冠外面均密被黄褐色刚毛状或小刚毛状簇状毛
粤赣荚蒾,物候期,花期5月，果熟期11月
粤港耳草,生活型,直立、多年生草本
粤桂冬青,生活型,树皮灰色
粤桂冬青,物候期,果期6月
粤柳,生活型,小乔木
粤柳,生活型,当年生枝先端密生锈色短柔毛
粤琼玉凤花,物候期,花期8至9月
粤铁线蕨,生长型,簇生
粤铁线蕨,生长型,侧生
粤中八角,生长型,单生
粤中八角,物候期,花期4至5月，果期7至8月
越桔,生活型,花序短总状
越桔,物候期,花期6至7月，果期8至9月
越桔杜鹃,物候期,花期5至6月
越桔杜鹃,物候期,果期7月以后
越桔叶蔓榕,物候期,花期3至4月，果期5至6月
越桔属,生活型,灌木或小乔木
越桔属,生长型,侧生
越隽川木香,生活型,多年生莲座状草本
越隽川木香,物候期,花果期7至8月
喙果刺榄,生活型,乔木
喙果刺榄,生长型,簇生
喙果刺榄,物候期,花期1至2月（花标本未见，花部描写摘自vanRoyen）
越南耳草,生活型,直立草本
越南耳草,物候期,花期5至7月
越南吊钟花,物候期,花期5月，果期6月
越南巴豆,生活型,一年生枝条、叶、叶柄、花序和果均密被苍灰色至灰棕色紧贴鳞腺
越南枫杨,生活型,乔木
越南枫杨,物候期,花期3月，果期5至6月
越南凤仙花,生活型,矮小草本
越南凤仙花,物候期,花期5至8月
越南割舌树,生活型,灌木至小乔木
越南割舌树,物候期,花期4至7月，果期6至12月
越南黄牛木,生活型,落叶灌木或乔木
越南黄牛木,物候期,花期3至4月，果期5月以后
越南黄檀,生活型,乔木
越南胡颓子,物候期,花期11至12月，果期次年3至4月
思茅木姜子,生活型,常绿乔木
思茅木姜子,物候期,花期6至7月，果期10至11月
越南密脉木,生活型,草本或灌木状
越南密脉木,物候期,花期6至8月，果期10至12月
越南木瓜红,生活型,乔木
越南木瓜红,物候期,果期8至10月
越南青冈,生活型,乔木
越南牡荆,生活型,灌木或乔木
越南牡荆,物候期,花期5月，果期6至7月
越南破布木,生活型,小乔木或攀援灌木
越南破布木,物候期,果期8至12月
越南秋海棠,生活型,多年生无茎草本
心叶宿萼木,物候期,花期5月
越南藤黄,生活型,乔木
越南藤黄,生长型,对生
越南藤黄,物候期,果期9月
狭叶铁角蕨,生长型,簇生
越南崖爬藤,物候期,花期4月，果期5月
越南叶下珠,生长型,单生
越南叶下珠,物候期,花果期6至12月
越南异形木,物候期,花期未详，果期9至10月
越南油茶,生活型,灌木至小乔木
越南苎麻,物候期,花期3月
云北石豆兰,生长型,顶生
云北石豆兰,物候期,花期7月
云贵女贞,生活型,灌木或小乔木
云贵女贞,生活型,小枝圆柱形
云贵女贞,物候期,花期5月，果期9至10月
云贵鹅耳枥,生活型,乔木
云贵厚壳树,生活型,乔木
云贵厚壳树,物候期,花期3月，果期4月
云贵谷精草,生活型,草本
云贵谷精草,物候期,花果期3至6月
云贵牙蕨,生长型,簇生
云桂暗罗,生活型,灌木或小乔木
云桂暗罗,物候期,花期5至11月，果期7月至翌年3月
云桂虎刺,生活型,灌木
云桂虎刺,物候期,花期10月，果熟期12月至次年2月
云桂鸡矢藤,物候期,花果期6至10月
云和哺鸡竹,物候期,笋期4月中旬
云和假糙苏,生活型,直立
云和假糙苏,物候期,花期6月
云和少穗竹,物候期,笋期4月中旬
云间地杨梅,生活型,多年生草本
云间地杨梅,物候期,花期6至7月，果期7至8月
云锦杜鹃,生活型,常绿灌木或小乔木
云锦杜鹃,物候期,花期4至5月，果期8至10月
云岭虎耳草,生活型,多年生草本
云岭虎耳草,物候期,花期7至8月
云岭薹草,生长型,顶生
云岭薹草,物候期,果期7月
云龙箭竹,物候期,笋期8至9月
云梅花草,生活型,多年生草本
云梅花草,物候期,花期8至9月，果期9月开始
云岭火绒草,生活型,多年生草本
云岭火绒草,物候期,花期7至8月
云龙报春,生活型,多年生草本
云龙报春,物候期,花期2月
云南八角枫,生活型,小乔木或灌木
云南八角枫,物候期,花期4至5月，果期8至9月
云南八角莲,生活型,多年生草本
