黄精叶钩吻,治跌打损伤   Disease:跌打损伤 
北乌头,小麦杆锈病等病害   Disease:小麦杆锈病 Disease:病害 
北乌头,也可消灭蝇蛆   Disease:消灭蝇蛆 
北乌头,孑孓等   Disease:孑孓 
北乌头,中国土农药志   Disease:中国 Disease:农药 
贝叶棕,治腹泻   Disease:腹泻 
贝叶棕,治热感冒等   Disease:热感冒 
背扁黄耆,治腰膝酸痛   Disease:腰膝酸痛 
背扁黄耆,遗精早泄   Disease:遗精早 
背扁黄耆,遗尿   Disease:遗尿 
背扁黄耆,尿频   Disease:尿频 
背扁黄耆,白带   Disease:白带 
背扁黄耆,神经衰弱及视力减退   Disease:神经衰弱 Disease:视力减退 
背扁黄耆,糖尿病等症   Disease:糖尿病 
落地梅,治风热咳嗽   Disease:风热咳嗽 
落地梅,胃痛   Disease:胃痛 
落地梅,风湿痛   Disease:风湿痛 
落地梅,治跌打损伤   Disease:跌打损伤 
落地梅,毒蛇咬伤   Disease:毒蛇咬伤 
落地梅,疖肿等   Disease:疖肿 
背蛇生,治疗胃炎   Disease:疗胃炎 
背蛇生,胃溃疡有较佳的疗效   Disease:溃疡 Disease:较佳 Disease:疗效 
丹参,治子宫出血   Disease:子宫出血 
丹参,月经不调   Disease:月经不调 
丹参,血瘀   Disease:血瘀 
丹参,腹痛   Disease:腹痛 
丹参,经痛   Disease:经痛 
丹参,经闭   Disease:经闭 
丹参,庙痛   Disease:庙痛 
丹参,治疗冠心病有良好效果   Disease:疗冠心病 
丹参,治神经性衰弱失眠   Disease:神经性衰弱失眠 
丹参,关节痛   Disease:关节痛 
丹参,贫血   Disease:贫血 
丹参,乳腺炎   Disease:乳腺炎 
丹参,淋巴腺炎   Disease:淋巴腺炎 
丹参,关节炎   Disease:关节炎 
丹参,疮疖痛肿   Disease:疮疖痛肿 
丹参,丹毒   Disease:丹毒 
丹参,急慢性肝炎   Disease:急慢性肝炎 
丹参,肾孟肾炎   Disease:肾孟肾炎 
丹参,跌打损伤   Disease:跌打损伤 
丹参,晚期血吸虫病肝脾肿大   Disease:晚期血吸虫病肝脾肿大 
丹参,癫癎   Disease:癫癎 
河北木蓝,治创伤   Disease:创伤 
土蜜树,治外伤出血   Disease:外伤出血 
土蜜树,跌打损伤   Disease:跌打损伤 
土蜜树,治感冒   Disease:感冒 
土蜜树,神经衰弱   Disease:神经衰弱 
土蜜树,月经不调等   Disease:月经不调 
石楠,治蚜虫   Disease:蚜虫 
石楠,并对马铃薯病菌孢子发芽有抑制作用   Disease:马铃薯病菌孢子发芽 
金丝草,治吐血   Disease:吐血 
金丝草,咳血   Disease:咳血 
金丝草,衄血   Disease:衄血 
金丝草,血崩等症   Disease:血崩 
金丝草,还可避瘴气   Disease:避瘴气 
金丝草,解瘴气   Disease:解瘴气 
金丝草,解诸药毒   Disease:解诸药毒 
金丝草,对尿路感染   Disease:尿路感染 
金丝草,肾炎   Disease:肾炎 
金丝草,水肿   Disease:水肿 
金丝草,糖尿病   Disease:糖尿病 
金丝草,黄胆型肝炎   Disease:黄胆型肝炎 
金丝草,感冒高热也有疗效   Disease:感冒高热 Disease:疗效 
叶下珠,治赤目肿痛   Disease:赤目肿痛 
叶下珠,肠炎腹泻   Disease:肠炎腹泻 
叶下珠,痢疾   Disease:痢疾 
叶下珠,肝炎   Disease:肝炎 
叶下珠,小儿疳积   Disease:小儿疳积 
叶下珠,肾炎水肿   Disease:肾炎水肿 
叶下珠,尿路感染等   Disease:尿路感染 
蔽果金腰,治传染病引起之高烧症   Disease:传染病引起 Disease:高烧症 
篦齿眼子菜,治肺炎   Disease:肺炎 
篦齿眼子菜,疮疖   Disease:疮疖 
单苞鸢尾,治疗毒蛇咬伤   Disease:疗毒蛇咬伤 
单苞鸢尾,疗效显著   Disease:疗效显著 
单苞鸢尾,又内服能润肠   Disease:润肠 
单苞鸢尾,通便   Disease:通便 
单苞鸢尾,致泻   Disease:致泻 
香薷,治急性肠胃炎   Disease:急性肠胃炎 
香薷,腹痛吐泻   Disease:腹痛吐泻 
香薷,夏秋阳暑   Disease:夏秋阳暑 
香薷,头痛发热   Disease:头痛发热 
香薷,恶寒无汗   Disease:恶寒无汗 
香薷,霍乱   Disease:霍乱 
香薷,水肿   Disease:水肿 
香薷,鼻衄   Disease:鼻衄 
香薷,口臭等症   Disease:口臭 
火索麻,治慢性胃炎和胃溃疡   Disease:慢性胃炎 Disease:胃溃疡 
鞭柱唐松草,治头晕   Disease:头晕 
鞭柱唐松草,腹痛   Disease:腹痛 
鞭柱唐松草,下痢等症   Disease:下痢 
小二仙草,治毒蛇咬伤   Disease:毒蛇咬伤 
西伯利亚乌头,治风湿等症   Disease:风湿 
牛扁,治腰腿痛   Disease:腰腿痛 
牛扁,关节肿痛等症   Disease:关节肿痛 
牛扁,内蒙古中草药   Disease:内蒙古中 
遍地金,治日久水泻   Disease:日久水泻 
遍地金,久痢赤白   Disease:久痢赤 
遍地金,治毒蛇咬伤   Disease:毒蛇咬伤 
遍地金,黄水疮   Disease:黄水疮 
遍地金,小儿白口疮   Disease:小儿白口疮 
遍地金,鼻尖以及乳腺炎等症   Disease:鼻尖 Disease:乳腺炎 
遍地金,外用或煎水内服   Disease:煎水内 
藨草,治区都广泛分布   Disease:广泛分布 
黑风藤,治跌打损伤   Disease:跌打损伤 
黑风藤,风湿性关节炎   Disease:风湿性关节炎 
黑风藤,小儿麻痹后遗症等   Disease:小儿麻痹后遗症 
黑风藤,治哮喘   Disease:哮喘 
黑风藤,疮疥等   Disease:疮疥 
碎米桠,治疗作用   
碎米桠,对食道癌   Disease:食道癌 
碎米桠,贲门癌   Disease:贲门癌 
碎米桠,肝癌   Disease:肝癌 
碎米桠,乳腺癌   Disease:乳腺癌 
碎米桠,直肠癌等有缓解症状   Disease:直肠癌 Disease:缓解症状 
碎米桠,延长生命作用   Disease:延长生命 
碎米桠,治感冒头痛   Disease:感冒头痛 
碎米桠,风湿筋骨痛   Disease:风湿筋骨痛 
碎米桠,关节痛   Disease:关节痛 
红波罗花,治产后少乳   Disease:产后少乳 
红波罗花,体虚   Disease:体虚 
红波罗花,久病虚弱   Disease:久病虚弱 
红波罗花,头晕   Disease:头晕 
红波罗花,贫血   Disease:贫血 
红波罗花,有滋补强壮作用   Disease:滋补强 
土人参,治疔疮疖肿   Disease:疔疮疖肿 
细罗伞,治双   
细罗伞,单蛾喉   Disease:单蛾喉 
驳骨九节,治菌痢   Disease:菌痢 
驳骨九节,肠炎   Disease:肠炎 
驳骨九节,风湿骨痛   Disease:风湿骨痛 
驳骨九节,跌打损伤   Disease:跌打损伤 
驳骨九节,蛇伤   Disease:蛇伤 
山香,治赤白痢   Disease:赤白痢 
山香,乳腺炎   Disease:乳腺炎 
山香,痈疽   Disease:痈疽 
山香,感冒发烧   Disease:感冒发烧 
山香,头痛   Disease:头痛 
山香,胃肠涨气   Disease:胃肠涨气 
山香,风湿骨痛   Disease:风湿骨痛 
山香,娱蚣及蛇咬伤   Disease:娱蚣 Disease:蛇咬伤 
山香,刀伤出血   Disease:刀伤出血 
山香,跌打肿痛   Disease:跌打肿痛 
山香,烂疮   Disease:烂疮 
山香,皮肤搔痒   Disease:皮肤搔痒 
山香,皮炎及湿疹等症   Disease:皮炎 Disease:湿疹 
薄荷,治感冒发热喉痛   Disease:感冒发热喉痛 
薄荷,头痛   Disease:头痛 
薄荷,目赤痛   Disease:目赤痛 
薄荷,皮肤风疹搔痒   Disease:皮肤风疹搔痒 
薄荷,麻疹不透等症   Disease:麻疹不透 
薄荷,此外对痈   Disease:此外 
薄荷,疽   
薄荷,疥   
薄荷,癣   
薄荷,漆疮亦有效   Disease:漆疮 
海南粗榧,治疗白血病及淋巴肉瘤等有一定的疗效   Disease:白血病 Disease:淋巴肉瘤 Disease:疗效 
薄叶红厚壳,治跌打损伤   Disease:跌打损伤 
薄叶红厚壳,风湿骨痛   Disease:风湿骨痛 
薄叶红厚壳,肾虚腰痛   Disease:肾虚腰痛 
薄叶红厚壳,能祛瘀止痛   Disease:祛瘀止痛 
薄叶红厚壳,补肾强腰   Disease:补肾强腰 
薄叶红厚壳,治外伤出血   Disease:外伤出血 
薄叶红厚壳,中药大辞典   Disease:中药大辞典 
擘蓝,治疗十二指肠溃疡   Disease:十二指肠溃疡 
茅膏菜,治跌打损伤   Disease:跌打损伤 
不育红,治妇女不育症   Disease:妇女不育症 
山弄岗唇柱苣苔,治跌打损伤   Disease:跌打损伤 
假柿木姜子,治关节脱臼   Disease:关节脱臼 
华萝藦,治肾亏遗精   Disease:肾亏遗精 
华萝藦,乳汁不足   Disease:乳汁不足 
华萝藦,脱力劳伤等   Disease:脱力劳伤 
翅果藤,治肺结核   Disease:肺结核 
南方山荷叶,治腰腿疼痛   Disease:腰腿疼痛 
南方山荷叶,风湿性关节炎   Disease:风湿性关节炎 
南方山荷叶,跌打损伤   Disease:跌打损伤 
南方山荷叶,月经不调等症   Disease:月经不调 
尖叶眼树莲,治哮喘   Disease:哮喘 
尖叶眼树莲,咳嗽   Disease:咳嗽 
尖叶眼树莲,湿疹   Disease:湿疹 
尖叶眼树莲,疮痒   Disease:疮痒 
尖叶眼树莲,关节炎等   Disease:关节炎 
南黄堇,治骨折   Disease:骨折 
南黄堇,跌打损伤．也有用全草抗痉镇痛   Disease:跌打损伤 Disease:全草抗痉镇痛 
南昆杜鹃,治疗慢性气管炎   Disease:疗慢性气管炎 
南欧大戟,治癣   
南欧大戟,故又称癣草   Disease:称癣 
南欧大戟,福建   Disease:福建 
喙荚云实,治哕逆不止   Disease:哕逆不止 
喙荚云实,淋浊   Disease:淋浊 
红花酢浆草,治跌打损伤   Disease:跌打损伤 
红花酢浆草,赤白痢   Disease:赤白痢 
红花酢浆草,止血   Disease:止血 
日本南五味子,治蛇咬伤   Disease:蛇咬伤 
日本南五味子,有止渴   Disease:止渴 
日本南五味子,解热   Disease:解热 
日本南五味子,镇痛之效   Disease:镇痛 
南五味子,治神经衰弱   Disease:神经衰弱 
南五味子,支气管炎等症   Disease:支气管炎 
南粤马兜铃,治高热   Disease:高热 
南粤马兜铃,肺炎和喉痛等   Disease:肺炎 Disease:喉痛 
楠藤,治疥疮积热   Disease:疥疮积热 
楠藤,治猪的各种炎症   Disease:各种炎症 
囊距翠雀花,治流感   Disease:流感 
囊距翠雀花,皮肤痒疹及蛇咬伤等症   Disease:皮肤痒疹 Disease:蛇咬伤 
囊距翠雀花,西藏常用中草药   Disease:西藏常 
羊角棉,治刀伤出血和   Disease:刀伤出血 
圆叶西番莲,治痢疾   Disease:痢疾 
圆叶西番莲,肺结核   Disease:肺结核 
红马蹄草,治跌打损伤   Disease:跌打损伤 
红马蹄草,感冒   Disease:感冒 
红马蹄草,咳嗽痰血   Disease:咳嗽痰血 
戟叶堇菜,治节疮痛肿   Disease:节疮痛肿 
尼泊尔鸢尾,治疗疔疮及伤肿   Disease:疗疔疮 Disease:伤肿 
穗状狐尾藻,治慢性下痢   Disease:慢性下痢 
拟耧斗菜,治子宫出血等症   Disease:子宫出血 
拟耧斗菜,西藏常用中草药   Disease:西藏常 
拟耧斗菜,治乳腺炎   Disease:乳腺炎 
拟耧斗菜,恶疮痈疽等症   Disease:恶疮痈疽 
拟砚壳花椒,治牙痛等痛症   Disease:牙痛 
少年红,治跌打损伤   Disease:跌打损伤 
黄毛楤木,治风湿腰痛   Disease:风湿腰痛 
黄毛楤木,肝炎及肾炎水肿   Disease:肝炎 Disease:肾炎水肿 
通光散,治支气管炎   Disease:支气管炎 
通光散,哮喘   Disease:哮喘 
通光散,肺炎   Disease:肺炎 
通光散,扁桃腺炎   Disease:扁桃腺炎 
通光散,膀胱炎等   Disease:膀胱炎 
牛白藤,治疗风湿   Disease:疗风湿 
牛白藤,感冒咳嗽和皮肤湿疹等疾病有一定疗效   Disease:感冒咳嗽 Disease:皮肤湿疹 Disease:疾病 Disease:一定疗效 
罗浮柿,治食物中毒   Disease:食物中毒 
罗浮柿,治水火烫伤   Disease:水火烫伤 
罗浮柿,治腹泻   Disease:腹泻 
罗浮柿,赤白痢   Disease:赤白痢 
牛角瓜,治皮肤病   Disease:皮肤病 
牛角瓜,痢疾   Disease:痢疾 
牛角瓜,风湿   Disease:风湿 
牛角瓜,支气管炎   Disease:支气管炎 
牛角瓜,治癫癣   Disease:癫癣 
牛筋草,治乙型脑炎   Disease:乙型脑炎 
牛筋果,治疟疾有一定效果   Disease:疟疾 Disease:一定 
山胡椒,治劳伤脱力   Disease:劳伤脱力 
山胡椒,水湿浮肿   Disease:水湿浮肿 
山胡椒,四肢酸麻   Disease:四肢酸麻 
山胡椒,风湿性关节炎   Disease:风湿性关节炎 
山胡椒,跌打损伤   Disease:跌打损伤 
山胡椒,治胃痛   Disease:胃痛 
流苏子,治皮炎   Disease:皮炎 
鼠李,治瘰疬等   Disease:瘰疬 
牛奶菜,治跌打   Disease:跌打 
牛奶菜,利肠健胃   Disease:利肠健胃 
一点红,治腮腺炎   Disease:腮腺炎 
一点红,乳腺炎   Disease:乳腺炎 
一点红,小儿疳积   Disease:小儿疳积 
一点红,皮肤湿疹等症   Disease:皮肤湿疹 
纤冠藤,治腿痛   Disease:腿痛 
纤冠藤,跌打   Disease:跌打 
纤冠藤,子官下垂   Disease:子官下垂 
长叶胡颓子,治哮喘及牙痛   Disease:哮喘 Disease:牙痛 
长叶胡颓子,枝叶可顺气   Disease:顺气 
长叶胡颓子,化痰   
山石榴,治跌打腹痛   Disease:跌打腹痛 
山石榴,治疗脓肿   Disease:疗脓肿 
山石榴,溃疡   Disease:溃疡 
山石榴,肿瘤   Disease:肿瘤 
山石榴,皮肤病   Disease:皮肤病 
山石榴,痔疮   Disease:痔疮 
山石榴,发疹   Disease:发疹 
山石榴,风湿   Disease:风湿 
山石榴,支气管炎等症   Disease:支气管炎 
木半夏,治跌打损伤   Disease:跌打损伤 
木半夏,痢疾   Disease:痢疾 
木半夏,哮喘   Disease:哮喘 
牛尾草,治痢疾肠炎   Disease:痢疾肠炎 
牛尾草,黄疽性肝炎   Disease:黄疽性肝炎 
牛尾草,咽喉炎   Disease:咽喉炎 
牛尾草,扁桃腺炎   Disease:扁桃腺炎 
牛尾草,尿道感染   Disease:尿道感染 
牛尾草,膀胱炎   Disease:膀胱炎 
牛尾草,急性肾炎   Disease:急性肾炎 
牛尾草,肿胀疼痛   Disease:肿胀疼痛 
牛尾草,流感   Disease:流感 
牛尾草,疟疾   Disease:疟疾 
牛尾草,毒蛇咬伤   Disease:毒蛇咬伤 
牛尾草,牙痛等症   Disease:牙痛 
牛尾草,亦可外用洗各种毒疮及红肿部分   Disease:各种毒疮 Disease:红肿部分 
牛尾草,治小儿疳积   Disease:小儿疳积 
独活,治风寒湿痹   Disease:风寒湿痹 
独活,腰膝酸痛症   Disease:腰膝酸痛症 
牛膝,治腰膝酸痛   Disease:腰膝酸痛 
牛膝,肝肾亏虚   Disease:肝肾亏虚 
牛膝,跌打瘀痛   Disease:跌打瘀痛 
牛膝,治牛软脚症   Disease:牛软脚症 
牛膝,跌伤断骨等   Disease:跌伤断骨 
扭果紫金龙,治咳嗽   Disease:咳嗽 
短蒟,治风湿性关节炎   Disease:风湿性关节炎 
短蒟,四肢麻木   Disease:四肢麻木 
短蒟,对骨折   Disease:骨折 
短蒟,跌打损伤也有一定疗效   Disease:跌打损伤 Disease:一定疗效 
脓疮草属,治疗疮疥   Disease:疗疮疥 
四川清风藤,治腰痛   Disease:腰痛 
女娄菜,治乳汁少   Disease:乳汁少 
女娄菜,体虚浮肿等   Disease:体虚浮肿 
水蔗草,治蛇伤   Disease:蛇伤 
欧白英,治遗传性梅毒   Disease:遗传性梅毒 
欧白英,季节性风湿病及其他难   Disease:季节性风湿病 Disease:他难 
欧白英,治牛   
欧白英,猪黄胆   Disease:猪黄胆 
欧白英,水肿   Disease:水肿 
五脉绿绒蒿,治小儿惊风   Disease:小儿惊风 
五脉绿绒蒿,肺炎   Disease:肺炎 
五脉绿绒蒿,咳喘   Disease:咳喘 
欧当归,治疗妇科病   Disease:疗妇科病 
欧当归,神经疾病   Disease:神经疾病 
欧当归,水肿和慢性心脏病等   Disease:水肿 Disease:慢性心脏病 
欧活血丹,治肺病及肾脏炎等疾病的功效   Disease:肺病 Disease:肾脏炎 Disease:疾病 Disease:功效 
欧李,治大便燥结   Disease:大便燥结 
欧李,小便不利   Disease:小便不利 
密生波罗花,治胃病   Disease:胃病 
密生波罗花,黄疽   Disease:黄疽 
密生波罗花,消化不良   Disease:消化不良 
密生波罗花,耳炎   Disease:耳炎 
密生波罗花,耳聋   Disease:耳聋 
密生波罗花,月经不调   Disease:月经不调 
密生波罗花,高血压   Disease:高血压 
密生波罗花,肺出血   Disease:肺出血 
欧夏至草,治疗呼吸器官的慢性病   Disease:疗呼吸器 Disease:慢性病 
欧夏至草,又可作为金鸡纳霜皮的代用品   Disease:金鸡纳霜皮 
欧鼠李,治腹痛   Disease:腹痛 
欧鼠李,有催吐和助泻作用．可   Disease:催吐 Disease:助泻 
圆叶鼠李,治肿毒   Disease:肿毒 
四方蒿,治夜盲症   Disease:夜盲症 
四方蒿,痢疾   Disease:痢疾 
四方蒿,感冒   Disease:感冒 
四方蒿,咽喉炎   Disease:咽喉炎 
四方蒿,扁桃腺炎   Disease:扁桃腺炎 
四方蒿,风火牙痛   Disease:风火牙痛 
四方蒿,龋齿痛   Disease:龋齿痛 
四方蒿,急性胃肠炎   Disease:急性胃肠炎 
四方蒿,腹痛   Disease:腹痛 
四方蒿,创伤出血   Disease:创伤出血 
四方蒿,火烧伤   Disease:火烧伤 
四方蒿,腋臭   Disease:腋臭 
四方蒿,小儿疳积   Disease:小儿疳积 
四方蒿,急慢性肾盂肾炎等症   Disease:急慢性肾盂肾炎 
膜叶刺蕊草,治子宫脱垂   Disease:子宫脱垂 
蛛丝毛蓝耳草,治风湿关节疼痛   Disease:风湿关节疼痛 
总状绿绒蒿,治头伤   Disease:头伤 
总状绿绒蒿,骨折   Disease:骨折 
总状绿绒蒿,治气虚下陷   Disease:气虚下陷 
总状绿绒蒿,浮肿   Disease:浮肿 
总状绿绒蒿,脱肛   Disease:脱肛 
总状绿绒蒿,久痢   Disease:久痢 
总状绿绒蒿,哮喘   Disease:哮喘 
总状绿绒蒿,治腰痛   Disease:腰痛 
总状绿绒蒿,腿痛   Disease:腿痛 
鸡脚参,治消化不良   Disease:消化不良 
鸡脚参,食积   Disease:食积 
鸡脚参,蛔虫病   Disease:蛔虫病 
鸡脚参,风湿痛   Disease:风湿痛 
鸡脚参,虚弱头晕   Disease:虚弱头晕 
鸡脚参,虚汗   Disease:虚汗 
鸡脚参,咳嗽   Disease:咳嗽 
鸡脚参,并配方   Disease:配方 
云南翠雀花,治跌打损伤等症   Disease:跌打损伤 
云南翠雀花,昆明民间常用草药   Disease:昆明 Disease:间常 
山蜡梅,治跌打损伤   Disease:跌打损伤 
山蜡梅,风湿   Disease:风湿 
山蜡梅,劳伤咳嗽   Disease:劳伤咳嗽 
山蜡梅,寒性胃痛   Disease:寒性胃痛 
山蜡梅,感冒头痛   Disease:感冒头痛 
山蜡梅,疔疮毒疮等   Disease:疔疮毒疮 
鸡麻,治血虚肾亏   Disease:血虚肾亏 
相思子,治皮肤病   Disease:皮肤病 
鸡纳树,治疗疟疾   Disease:疗疟疾 
鸡纳树,并有镇痛解热及局部麻醉的功用   Disease:镇痛解热 Disease:局部麻醉 
鸡纳树,治疗疮疽   Disease:疗疮疽 
鸡纳树,皮炎   Disease:皮炎 
鸡纳树,皮癣都具有较好的疗效   Disease:皮癣 Disease:具有 Disease:疗效 
鸡矢藤,治风湿筋骨痛   Disease:风湿筋骨痛 
鸡矢藤,跌打损伤   Disease:跌打损伤 
鸡矢藤,外伤性疼痛   Disease:外伤性疼痛 
鸡矢藤,肝胆及胃肠绞痛   Disease:肝胆 Disease:胃肠绞痛 
鸡矢藤,黄疽型肝炎   Disease:黄疽型肝炎 
鸡矢藤,肠炎   Disease:肠炎 
鸡矢藤,痢疾   Disease:痢疾 
鸡矢藤,消化不良   Disease:消化不良 
鸡矢藤,小儿疳积   Disease:小儿疳积 
鸡矢藤,肺结核咯血   Disease:肺结核咯血 
鸡矢藤,支气管炎   Disease:支气管炎 
鸡矢藤,放射反应引起的白细胞减少症   Disease:放射反应引起 Disease:白细胞减少症 
鸡矢藤,农药中毒   Disease:农药中毒 
鸡矢藤,治皮炎   Disease:皮炎 
鸡矢藤,湿疹   Disease:湿疹 
鸡矢藤,疮疡肿毒   Disease:疮疡肿毒 
尖山橙,治风湿性心脏病等   Disease:风湿性心脏病 
鸡尾木,治牛皮癣   Disease:皮癣 
