HudongItem1,relation,HudongItem2
小盐芥,parent taxon,盐芥属
小芽新木姜子,parent taxon,新木姜子属
小药八旦子,parent taxon,紫堇属
小叶豆腐柴,parent taxon,豆腐柴属
小叶吊石苣苔,parent taxon,吊石苣苔属
小叶椴,parent taxon,椴树属
小叶对叶兰,parent taxon,对叶兰属
小叶孔药花,parent taxon,穿鞘花属
小叶榄,parent taxon,橄榄属
小叶蓝钟花,parent taxon,蓝钟花属
小叶冷水花,parent taxon,冷水花属
小叶九里香,parent taxon,九里香属
小叶蓼,parent taxon,蓼属
小叶梨果寄生,parent taxon,梨果寄生属
小叶栎,parent taxon,栎属
小叶楠,parent taxon,楠属
小叶爬崖香,parent taxon,胡椒属
小叶枇杷,parent taxon,枇杷属
小叶瓶尔小草,parent taxon,瓶尔小草属
小叶葡萄,parent taxon,葡萄属
小叶蒲公英,parent taxon,蒲公英
小叶茜草,parent taxon,茜草属
小叶蚊母树,parent taxon,蚊母树属
小叶娃儿藤,parent taxon,娃儿藤属
小叶委陵菜,parent taxon,委陵菜属
小叶香茶菜,parent taxon,香茶菜属
小叶五月茶,parent taxon,五月茶属
小一点红,parent taxon,一点红属
小颖鹅观草,parent taxon,鹅观草属
小叶折柄茶,parent taxon,折柄茶属
小叶悬钩子,parent taxon,悬钩子属
小叶香槐,parent taxon,香槐属
小银莲花,parent taxon,银莲花属
小颖羊茅,parent taxon,羊茅属
小株紫堇,parent taxon,紫堇属
小叶猪殃殃,parent taxon,拉拉藤属
小株红景天,parent taxon,红景天属
小叶淫羊藿,parent taxon,三枝九叶草
小珠薏苡,parent taxon,薏苡属
小籽绞股蓝,parent taxon,绞股蓝属
小柱悬钩子,parent taxon,悬钩子属
小紫黄芩,parent taxon,黄芩属
楔叶独行菜,parent taxon,独行菜属
楔叶南山藤,parent taxon,南山藤属
楔叶毛茛,parent taxon,毛茛属
楔叶葎,parent taxon,拉拉藤属
楔叶山莓草,parent taxon,山莓草属
斜果菊属,parent taxon,菊科
斜果菊,parent taxon,斜果菊属
斜喉兔唇花,parent taxon,兔唇花属
斜倚箭竹,parent taxon,箭竹属
心瓣蝇子草,parent taxon,蝇子草属
蟹甲草属,parent taxon,菊科
心虎耳草,parent taxon,虎耳草属
心叶党参,parent taxon,党参属
心叶凹唇姜,parent taxon,凹唇姜属
心叶大合欢,parent taxon,大合欢属
心叶堇菜,parent taxon,堇菜属
心叶猴欢喜,parent taxon,猴欢喜属
心叶风毛菊,parent taxon,风毛菊属
心叶蓝钟花,parent taxon,蓝钟花属
心叶假水苏,parent taxon,假水苏属
心叶栝楼,parent taxon,栝楼属
心叶螺序草,parent taxon,螺序草属
心叶鳞花木,parent taxon,赤才属
心叶毛蕊茶,parent taxon,山茶属
心叶梅花草,parent taxon,梅花草属
心叶秋海棠,parent taxon,秋海棠属
心叶青藤,parent taxon,青藤属
心叶球柄兰,parent taxon,球柄兰属
心叶沙参,parent taxon,沙参属
心叶山黑豆,parent taxon,山黑豆属
心叶山香圆,parent taxon,山香圆属
心叶山土瓜,parent taxon,鱼黄草属
心叶异药花,parent taxon,异药花属
心叶帚菊,parent taxon,帚菊属
心叶折柄茶,parent taxon,折柄茶属
心叶獐牙菜,parent taxon,獐牙菜属
心叶紫金牛,parent taxon,紫金牛属
心叶醉魂藤,parent taxon,醉魂藤属
辛果漆,parent taxon,辛果漆属
心籽绞股蓝,parent taxon,绞股蓝属
新高山绣线菊,parent taxon,绣线菊属
新华藨草,parent taxon,藨草属
新疆百脉根,parent taxon,百脉根属
新疆贝母,parent taxon,贝母属
新疆柴胡,parent taxon,柴胡属
新疆龙胆,parent taxon,龙胆属
新疆鹿蹄草,parent taxon,鹿蹄草属
新疆落芒草,parent taxon,落芒草属
新疆落叶松,parent taxon,落叶松属
新疆麻花头,parent taxon,麻花头属
新疆毛茛,parent taxon,毛茛属
新疆芍药,parent taxon,芍药属
新疆山柳菊,parent taxon,山柳菊属
新疆鼠尾草,parent taxon,鼠尾草属
新疆种阜草,parent taxon,种阜草属
新麦草,parent taxon,新麦草属
新疆针茅,parent taxon,针茅属
新裂瓜,parent taxon,裂瓜属
新木姜子属,parent taxon,樟科
新麦草属,parent taxon,禾本科
新木姜子,parent taxon,新木姜子属
新源蒲公英,parent taxon,蒲公英
新乌檀,parent taxon,新乌檀属
新樟,parent taxon,新樟属
新疆猪牙花,parent taxon,猪牙花属
新樟属,parent taxon,樟科
新型兰,parent taxon,新型兰属
新疆猪毛菜,parent taxon,猪毛菜属
信宜润楠,parent taxon,润楠属
信宜柿,parent taxon,柿
兴安薄荷,parent taxon,薄荷
兴安柴胡,parent taxon,柴胡属
兴安翠雀花,parent taxon,翠雀属
兴安虫实,parent taxon,虫实属
兴安独活,parent taxon,独活属
兴安繁缕,parent taxon,繁缕属
兴安红景天,parent taxon,红景天属
兴安胡枝子,parent taxon,胡枝子属
兴安升麻,parent taxon,升麻属
兴隆山棘豆,parent taxon,棘豆属
兴安圆叶堇菜,parent taxon,堇菜属
星花淫羊藿,parent taxon,三枝九叶草
星柱树参,parent taxon,鹅掌柴属
星毛葶苈,parent taxon,葶苈属
星毛蜡瓣花,parent taxon,蜡瓣花属
星状雪兔子,parent taxon,风毛菊属
杏李,parent taxon,李属
星毛崖摩,parent taxon,崖摩属
杏香兔儿风,parent taxon,兔儿风属
杏叶茴芹,parent taxon,茴芹属
杏仁厚壳桂,parent taxon,厚壳桂属
杏叶沙参,parent taxon,沙参属
羞怯凤仙花,parent taxon,凤仙花属
秀丽海桐,parent taxon,海桐花属
秀丽火把花,parent taxon,火把花属
秀丽角盘兰,parent taxon,角盘兰属
秀丽莓,parent taxon,悬钩子属
秀丽马先蒿,parent taxon,马先蒿属
秀丽龙胆,parent taxon,龙胆属
绣球荚蒾,parent taxon,荚蒾属
绣线菊,parent taxon,绣线菊属
绣球小冠花,parent taxon,小冠花属
绣球藤,parent taxon,铁线莲属
绣球茜草,parent taxon,绣球茜属
绣球绣线菊,parent taxon,绣线菊属
绣球蔷薇,parent taxon,蔷薇属
绣球茜属,parent taxon,茜草科
锈毛钝果寄生,parent taxon,钝果寄生属
锈毛冬青,parent taxon,冬青
锈毛杜英,parent taxon,杜英属
锈毛槐,parent taxon,槐属
锈毛过路黄,parent taxon,珍珠菜属
锈毛弓果藤,parent taxon,弓果藤属
锈毛野桐,parent taxon,野桐属
锈毛铁线莲,parent taxon,铁线莲属
锈色花楸,parent taxon,花楸属
宣恩盆距兰,parent taxon,盆距兰属
玄参,parent taxon,玄参属
悬钩子蔷薇,parent taxon,蔷薇属
须苞石竹,parent taxon,石竹属
玄参属,parent taxon,玄参科
锈叶悬钩子,parent taxon,悬钩子属
锈枝红豆,parent taxon,红豆属
锈叶新木姜子,parent taxon,新木姜子属
玄参科,taxonomic type,玄参属
悬铃叶苎麻,parent taxon,苎麻属
悬铃木属,parent taxon,悬铃木科
悬岩棘豆,parent taxon,棘豆属
悬岩马先蒿,parent taxon,马先蒿属
悬果堇菜,parent taxon,堇菜属
悬竹属,parent taxon,禾本科
选裂翠雀花,parent taxon,翠雀属
穴丝荠属,parent taxon,十字花科
雪白睡莲,parent taxon,睡莲属
雪白委陵菜,parent taxon,委陵菜属
悬铃木科,taxonomic type,悬铃木属
雪地虎耳草,parent taxon,虎耳草属
雪胆,parent taxon,雪胆属
雪山艾,parent taxon,蒿属
雪山冬青,parent taxon,冬青
雪山堇菜,parent taxon,堇菜属
雪山箭竹,parent taxon,箭竹属
熏倒牛,parent taxon,熏倒牛属
血叶兰,parent taxon,血叶兰属
寻骨风,parent taxon,马兜铃属
血苋,parent taxon,血苋属
云南兔儿风,parent taxon,兔儿风属
云南葶苈,parent taxon,葶苈属
云南铁线莲,parent taxon,铁线莲属
云南土圞儿,parent taxon,土圞儿属
云南土沉香,parent taxon,海漆属
云南棘豆,parent taxon,棘豆属
云南荚蒾,parent taxon,荚蒾属
羽叶二药藻,parent taxon,二药藻属
莸,parent taxon,莸
燥原荠,parent taxon,燥原荠属
燥原荠属,parent taxon,十字花科
血散薯,parent taxon,千金藤属
雪山无心菜,parent taxon,无心菜属
血桐属,parent taxon,大戟科
雪兔子,parent taxon,风毛菊属
雪山鼠尾草,parent taxon,鼠尾草属
锈毛掌叶树,parent taxon,掌叶树属
锈毛丁公藤,parent taxon,丁公藤属
锈毛旋覆花,parent taxon,旋复花属
锈毛鱼藤,parent taxon,鱼藤属
星果草属,parent taxon,毛茛科
雪松,parent taxon,松科
兴安圆柏,parent taxon,圆柏属
兴仁凤丫蕨,parent taxon,大凤丫蕨
星毛短舌菊,parent taxon,短舌菊属
新疆天芥菜,parent taxon,天芥菜属
新疆天门冬,parent taxon,天门冬属
新疆桃,parent taxon,李属
心果小扁豆,parent taxon,远志属
新疆庭荠,parent taxon,庭荠属
心果囊瓣芹,parent taxon,囊瓣芹属
心叶报春茜,parent taxon,报春茜属
心托冷水花,parent taxon,冷水花属
心基凤丫蕨,parent taxon,大凤丫蕨
心叶八宝,parent taxon,八宝属
小叶铁线莲,parent taxon,铁线莲属
小叶蔷薇,parent taxon,蔷薇属
小叶钝果寄生,parent taxon,钝果寄生属
小叶度量草,parent taxon,度量草属
小芽虎耳草,parent taxon,虎耳草属
小卵叶连蕊茶,parent taxon,山茶属
小落芒草,parent taxon,落芒草属
小花天芥菜,parent taxon,天芥菜属
小花糖芥,parent taxon,糖芥属
小花蛇根草,parent taxon,蛇根草属
小花扭柄花,parent taxon,扭柄花属
小果亚麻荠,parent taxon,亚麻荠属
小果蔷薇,parent taxon,蔷薇属
小果螺序草,parent taxon,螺序草属
小果酸模,parent taxon,酸模属
小果微花藤,parent taxon,微花藤属
小丛生棘豆,parent taxon,棘豆属
小点地梅,parent taxon,点地梅属
小瓣翠雀花,parent taxon,翠雀属
小顶冰花,parent taxon,顶冰花属
橡胶树属,parent taxon,大戟科
象腿蕉,parent taxon,象腿蕉属
橡胶草,parent taxon,蒲公英
象头花,parent taxon,天南星属
小艾,parent taxon,蒿属
象南星,parent taxon,天南星属
香薷属,parent taxon,唇形科
香青,parent taxon,香青属
香水月季,parent taxon,蔷薇属
香花暗罗,parent taxon,暗罗属
香花芥,parent taxon,香花芥属
香根芹属,parent taxon,伞形科
相近冠唇花,parent taxon,冠唇花属
乡土竹,parent taxon,簕竹属
香蒲科,taxon synonym,黑三棱属
香蒲科,taxonomic type,香蒲属
腺叶离蕊茶,parent taxon,山茶属
腺叶帚菊,parent taxon,帚菊属
腺叶拉拉藤,parent taxon,拉拉藤属
乡城杨,parent taxon,杨属
腺蜡瓣花,parent taxon,蜡瓣花属
腺柄山矾,parent taxon,山矾属
腺瓣虎耳草,parent taxon,虎耳草属
陷脉冬青,parent taxon,冬青
陷脉石楠,parent taxon,石楠属
腺苞金足草,parent taxon,马蓝属
线状匍匐茎藨草,parent taxon,藨草属
陷脉悬钩子,parent taxon,悬钩子属
线叶柴胡,parent taxon,柴胡属
线叶黄堇,parent taxon,紫堇属
线叶槲寄生,parent taxon,槲寄生属
线纹香茶菜,parent taxon,香茶菜属
线瓣玉凤花,parent taxon,玉凤花属
线瓣石豆兰,parent taxon,石豆兰属
藓状雪灵芝,parent taxon,无心菜属
线瓣蝇子草,parent taxon,蝇子草属
藓状马先蒿,parent taxon,马先蒿属
苋属,taxonomic type,尾穗苋
鲜卑花,parent taxon,鲜卑花属
显脉紫金牛,parent taxon,紫金牛属
显苞芒毛苣苔,parent taxon,芒毛苣苔属
咸虾花,parent taxon,斑鸠菊属
苋科,taxonomic type,苋属
纤细卫矛,parent taxon,卫矛属
纤细委陵菜,parent taxon,委陵菜属
纤细橐吾,parent taxon,橐吾属
纤细通泉草,parent taxon,通泉草属
纤细土圞儿,parent taxon,土圞儿属
纤细碎米荠,parent taxon,碎米荠属
纤细葶苈,parent taxon,葶苈属
纤细草莓,parent taxon,草莓属
纤裂马先蒿,parent taxon,马先蒿属
纤毛柳叶箬,parent taxon,柳叶箬属
纤茎马先蒿,parent taxon,马先蒿属
纤梗蒿,parent taxon,蒿属
纤梗山胡椒,parent taxon,山胡椒属
纤柄肖菝葜,parent taxon,肖菝葜属
纤梗腺萼木,parent taxon,腺萼木属
纤梗茜草,parent taxon,茜草属
纤冠藤,parent taxon,纤冠藤属
纤杆蒿,parent taxon,蒿属
狭叶倭竹,parent taxon,倭竹属
狭叶通泉草,parent taxon,通泉草属
狭叶委陵菜,parent taxon,委陵菜属
狭叶五味子,parent taxon,五味子属
狭叶无心菜,parent taxon,无心菜属
狭叶雾水葛,parent taxon,雾水葛属
狭叶赛爵床,parent taxon,杜根藤属
狭叶红景天,parent taxon,红景天属
狭叶带唇兰,parent taxon,带唇兰属
狭叶刺蕊草,parent taxon,刺蕊草属
狭叶垂头菊,parent taxon,垂头菊属
狭叶附地菜,parent taxon,附地菜属
狭穗瓦松,parent taxon,瓦松属
狭裂马先蒿,parent taxon,马先蒿属
狭管马先蒿,parent taxon,马先蒿属
狭果秤锤树,parent taxon,秤锤树属
细竹篙草,parent taxon,水竹叶属
细枝盐爪爪,parent taxon,盐爪爪属
细枝隐棱芹,parent taxon,隐棱芹属
细轴荛花,parent taxon,荛花属
细轴蒲桃,parent taxon,蒲桃属
细叶石仙桃,parent taxon,石仙桃属
细叶山艾,parent taxon,蒿属
细叶石斑木,parent taxon,石斑木属
细叶芹,parent taxon,细叶芹属
细唐松草,parent taxon,唐松草属
细穗玄参属,parent taxon,车前科
细穗香茅,parent taxon,香茅
细穗玄参,parent taxon,细穗玄参属
细穗兔儿风,parent taxon,兔儿风属
细穗藜,parent taxon,藜属
细穗金足草,parent taxon,马蓝属
细蔓点地梅,parent taxon,点地梅属
细脉蒲桃,parent taxon,蒲桃属
细芒羊茅,parent taxon,羊茅属
细裂玉凤花,parent taxon,玉凤花属
细脉冬青,parent taxon,冬青
细裂蝇子草,parent taxon,蝇子草属
细距兜被兰,parent taxon,兜被兰属
细茎秋海棠,parent taxon,秋海棠属
细茎兔儿风,parent taxon,兔儿风属
细茎石竹,parent taxon,石竹属
细茎橐吾,parent taxon,橐吾属
细金鱼藻,parent taxon,金鱼藻属
细角楼梯草,parent taxon,楼梯草属
细花百部,parent taxon,百部属
细花八宝树,parent taxon,八宝树属
细梗罗伞,parent taxon,掌叶树属
细梗锦香草,parent taxon,锦香草属
细齿鹅耳枥,parent taxon,鹅耳枥属
细长柄山蚂蝗,parent taxon,长柄山蚂蝗属
细长早熟禾,parent taxon,早熟禾属
细齿堇菜,parent taxon,堇菜属
喜马拉雅野青茅,parent taxon,野青茅属
喜马拉雅蝇子草,parent taxon,蝇子草属
喜马拉雅早熟禾,parent taxon,早熟禾属
习见蓼,parent taxon,蓼属
喜马拉雅红杉,parent taxon,落叶松属
觿茅属,parent taxon,禾本科
觿茅,parent taxon,觿茅属
习水秋海棠,parent taxon,秋海棠属
喜斑鸠菊,parent taxon,斑鸠菊属
膝曲乌蔹莓,parent taxon,乌蔹莓属
锡金早熟禾,parent taxon,早熟禾属
稀子黄堇,parent taxon,紫堇属
西亚香茅,parent taxon,香茅
西域鳞毛蕨,parent taxon,鳞毛蕨属
溪边九节,parent taxon,九节属
西南虎耳草,parent taxon,虎耳草属
西南蝴蝶草,parent taxon,蝴蝶草属
西南附地菜,parent taxon,附地菜属
西南鬼灯檠,parent taxon,鬼灯檠属
西南红山茶,parent taxon,山茶属
西畴卫矛,parent taxon,卫矛属
西畴结香,parent taxon,结香属
西畴君迁子,parent taxon,柿
西藏丝瓣芹,parent taxon,丝瓣芹属
西藏鼠李,parent taxon,鼠李属
西藏瘤果芹,parent taxon,瘤果芹属
西藏马兜铃,parent taxon,马兜铃属
西藏螺序草,parent taxon,螺序草属
西北蔷薇,parent taxon,蔷薇属
西北蒿,parent taxon,蒿属
云泰叶下珠,parent taxon,叶下珠属
芸香叶唐松草,parent taxon,唐松草属
云南紫珠,parent taxon,紫珠属
云南石笔木,parent taxon,石笔木属
云南漆,parent taxon,漆属
云南盆距兰,parent taxon,盆距兰属
云南石莲,parent taxon,石莲属
云南石梓,parent taxon,石梓属
云南黄叶树,parent taxon,黄叶树属
云南狗尾草,parent taxon,狗尾草属
云南勾儿茶,parent taxon,勾儿茶属
云南弓果藤,parent taxon,弓果藤属
缘毛合叶豆,parent taxon,坡油甘属
缘毛棘豆,parent taxon,棘豆属
缘毛鹅观草,parent taxon,鹅观草属
缘毛菝葜,parent taxon,菝葜属
缘毛胡椒,parent taxon,胡椒属
缘脉菝葜,parent taxon,菝葜属
圆叶盐爪爪,parent taxon,盐爪爪属
似棘豆,parent taxon,棘豆属
思茅黄肉楠,parent taxon,黄肉楠属
斯氏马先蒿,parent taxon,马先蒿属
丝叶薹草,parent taxon,薹草属
丝毛雀稗,parent taxon,雀稗属
丝瓣玉凤花,parent taxon,玉凤花属
睡茄属,parent taxon,茄科
睡茄,parent taxon,睡茄属
睡莲属,taxonomic type,白睡莲
硕苞蔷薇,parent taxon,蔷薇属
顺宁红丝线,parent taxon,红丝线属
水金花,parent taxon,紫珠属
水城淫羊藿,parent taxon,三枝九叶草
水菜花,parent taxon,水车前属
水车前属,parent taxon,水鳖科
双果桑,parent taxon,鹊肾树属
睡莲属,different from,莲属
树番茄属,parent taxon,茄科
树番茄,parent taxon,树番茄属
树锦鸡儿,parent taxon,锦鸡儿属
睡莲科,taxonomic type,睡莲属
蜀枣,parent taxon,枣属
蜀西香青,parent taxon,香青属
蜀五加,parent taxon,五加属
蜀葵叶薯蓣,parent taxon,薯蓣属
疏花卫矛,parent taxon,卫矛属
疏花绣线梅,parent taxon,绣线梅属
疏花仙茅,parent taxon,仙茅属
疏花驼舌草,parent taxon,驼舌草属
守宫木,parent taxon,守宫木属
首冠藤,parent taxon,羊蹄甲属
柿子椒,natural product of taxon,辣椒
手参属,taxonomic type,手参
柿属,natural product of taxon,柿
石生堇菜,parent taxon,堇菜属
石生黄堇,parent taxon,紫堇属
石生秋海棠,parent taxon,秋海棠属
柿子椒,different from,辣椒
石莲,parent taxon,石莲属
石莲叶点地梅,parent taxon,点地梅属
石栗属,parent taxon,大戟科
石砾唐松草,parent taxon,唐松草属
石栗,parent taxon,石栗属
石椒草,parent taxon,石椒草属
十字虎耳草,parent taxon,虎耳草属
守田,said to be the same as,守田
守田,said to be the same as,守田
湿生碎米荠,parent taxon,碎米荠属
湿生冷水花,parent taxon,冷水花属
湿生阔蕊兰,parent taxon,阔蕊兰属
湿生金锦香,parent taxon,金锦香属
省沽油,parent taxon,省沽油属
肾叶茴芹,parent taxon,茴芹属
肾叶打碗花,parent taxon,打碗花属
肾叶风毛菊,parent taxon,风毛菊属
肾叶堇菜,parent taxon,堇菜属
深紫糙苏,parent taxon,糙苏属
深圆齿堇菜,parent taxon,堇菜属
深裂风毛菊,parent taxon,风毛菊属
舍季拉虎耳草,parent taxon,虎耳草属
蛇头草,parent taxon,天南星属
深裂蒲公英,parent taxon,蒲公英
蛇头荠属,parent taxon,十字花科
蛇葡萄属,parent taxon,葡萄科
蛇舌兰,parent taxon,蛇舌兰属
少花腰骨藤,parent taxon,腰骨藤属
少花冷水花,parent taxon,冷水花属
少花蜡瓣花,parent taxon,蜡瓣花属
少花箭竹,parent taxon,箭竹属
少花荚蒾,parent taxon,荚蒾属
