iplantitem1,relation,iplantitem2
柴龙树,功用,本种具有褐灰色、硬而十分坚韧的木材，非洲叫“白梨木”，易...
大叶南洋杉,功用,木材可供建筑等用。
山羊草属,功用,本属与小麦亲缘关系密切，多为远缘杂交抗病育种的试验材料，...
欧洲七叶树,功用,本种的树冠广阔，可作行道树和庭园树。木材良好可制造各种器...
日本七叶树,功用,本种系高大乔木，树冠广阔，遮荫条件很好，可作行道树和庭园...
山椤,功用,木材赤色，坚硬，纹理密致美丽，比重0.98，可作车辆、船板、...
楹树,功用,本种生长迅速，枝叶茂盛，适为行道树及荫蔽树。木材褐色，色...
山槐,功用,8.山槐（中国树木分类学）山合欢（中国高等植物图鉴），白夜...
坭竹,功用,本种在农村常种植以作围篱；竿常用作棚架、农具或渔具的材料...
乡土竹,功用,本种速生，耐旱瘠，农村常种植以作高株绿篱；竿坚硬。可供棚...
黎庵高竹,功用,本种竿材坚实，可供棚架用材和挑担之用。
绵竹,功用,本种竿壁较厚，除可用于劈篾编结竹器外，亦宜用作建筑材料。
油簕竹,功用,竿厚实而坚韧，可用作建筑工程的脚手架、担杆、扁担、船用撑...
藤枝竹,功用,本种竹材为编制竹器的良材。选用该竹编制的竹席，蔑薄柔软，...
花眉竹,功用,竿坚硬、厚实，可供农具、支柱及棚架用材。
马岭竹,功用,竿坚实，宜作棚架支柱和农具等用途。
拟黄竹,功用,本种竿材劈篾用以编制各种竹器。
长毛米筛竹,功用,竿为编制各种竹器的较好用材。
石竹仔,功用,全竿通直而光滑，尾梢渐细，当地用作钓鱼竿。
灰竿竹,功用,竿材为建造竹楼的墙壁、楼板和屋顶的上好材料。
牛儿竹,功用,该竹生长快速，竿较厚实，其粗度也较均匀，宜选作建筑简易房...
硬头黄竹,功用,竿材厚而坚实，且其下部挺直，常用作搭棚架、晒架以及做各种...
木竹,功用,竿壁厚而坚实，但稍弯曲，只适宜农村作一般农作物的支柱和支...
车筒竹,功用,竹竿粗大而通直，农村常用以建茅屋或用以作水车的盛水筒，故...
锦竹,功用,本种竿挺直而坚韧，粗度均匀，宜作棚架、农具柄等用材。
崖州竹,功用,竿细而梢尾下垂，秀雅翠绿，为庭园观赏用竹。
马甲竹,功用,本种竹竿坚实而挺直，可作建筑用材。
乌叶竹,功用,竹材坚韧，为优良编织用材，亦为建筑，农具以及香蕉植株的支...
佛肚竹,功用,本种常作盆栽，施以人工截顶培植，形成畸形植株以供观赏；在...
南洋杉,功用,木材可供建筑、器具、家具等用。
白桂木,功用,乳汁可以提取硬性胶，木材可作家具。
野波罗蜜,功用,木材好，可供建筑用材。
二色波罗蜜,功用,木材较软，可作家具材料用材。果酸甜，可作果酱。树皮傣族用...
滨木患,功用,木材坚韧，可制农具。
青木,功用,本种木材可作手杖、烟管之用。
霞山坭竹,功用,该竹生长快速，竿材较坚实，但稍曲，仍可供棚架及农作物支柱...
饱竹子,功用,竿可制毛笔杆和算盘的桥子，亦可庭园栽培供观赏。
琼楠属,功用,本属植物一般材质坚硬，可供建筑、车辆及较好的家具、农具用...
琼楠,功用,本种为材用树种，木材结构细致均匀，适作梁、柱、桁板和较好...
红枝琼楠,功用,本种木材坚硬，宜作梁、柱、桁、门窗、天花板、家具和农具用...
万源小檗,功用,本种模式为栽培品，种子采自川西，Forrest 27773号，Ahrendt...
短穗竹,功用,本种是我国特产竹类，现已歹络入国家三级重点保护植物。
禾串树,功用,散孔材，边材淡黄棕色，心材黄棕色，纹理稍通直，结构细致，...
木榄属,功用,本属的木材很少作建筑用，多作薪炭用材。树皮可提取单宁，但...
柱果木榄,功用,树皮薄，单宁含量低。其木材含有一种特殊气味，能将鱼群驱散...
木榄,功用,本种在我国分布广，是构成我国红树林的优势树种之一，喜生于...
豆腐果,功用,木材质轻，不耐腐，宜作箱板和家俱。种子可磨豆腐，故得其名...
硕桦,功用,心材黄红色，边材白色，木质较松，粗糙，干后易裂，可用作支...
黑桦,功用,木材质重，心材红褐色，边材淡黄色，可做火车车厢、车轴、车...
岳桦,功用,15. 岳桦（东北木本植物图志）
香桦,功用,树皮、木材、叶、芽均含芳香油。
亮叶桦,功用,木材质地良好，供制各种器具；树皮、叶、芽可提取芳香油和树...
垂枝桦,功用,木质坚实，可做细工、家具等用材，但受潮易腐，不宜用作建筑...
白桦,功用,木材可供一般建筑及制作器、具之用，树皮可提桦油，白桦皮在...
赛黑桦,功用,木材可制器具。
糙皮桦,功用,木材坚韧，断面有光泽，供建筑用。
黄梨木,功用,木材供建筑用，种子油工业用。
穗花杉属,功用,本属植物叶较长，深绿色，种子大，假种皮成熟时鲜红色，垂于...
穗花杉,功用,木材材质细密，可供雕刻、器具、农具及细木加工等用。叶常绿...
台湾穗花杉,功用,木材结构细致。可作家具、农具、器具及工艺品等用材。又可作...
云南穗花杉,功用,木材纹理均匀，结构细致。可供建筑、家具、农具及雕刻等用材...
田林细子龙,功用,木材淡红，纹理直至斜，结构细，材质重，广西列为三类材，供...
粗枝崖摩,功用,木材质硬而重，耐腐，为造船、车辆、家具的优质用材。
铁椤,功用,木材质硬而重，可作建筑、造船和家具用材。
簕竹属,功用,本属种有较大经济利用价值，撑篙竹Bambusa pervariabilis、...
狭耳簕竹,功用,本种常种植江河两岸，可以固堤防风，其竿坚硬，可作棚架、支...
吊罗坭竹,功用,竿坚硬、厚实，粗度均匀，宜作棚架、农具柄等用材。
毛簕竹,功用,竹竿可作棚架及农作物支柱等用。
料慈竹,功用,本种的节间长，劈篾为编织凉席的上乘材料。
蓬莱黄竹,功用,本种因在海南文昌的蓬莱一地栽培较多，故有蓬莱黄竹之称。该...
青丝黄竹,功用,竹竿色彩夺目，非常美观，堪称园艺佳品，宜种植庭园中以供观...
鸡窦簕竹,功用,本种农家常种植以作防篱；竿材坚实，可作棚架、支柱等用。
翠柏,功用,翠柏（中国树木学）大鳞肖楠（经济植物手册），长柄翠柏（中...
台湾翠柏,功用,木材性质及用途与翠柏相同。可作台湾的造林树种。
竹节树,功用,本种生长较慢，偏阳性，对土壤要求不苛，在岩石裸露的溪傍也...
山羊角树,功用,木材的结构细密，材质良好，供建筑、家具、农具和器具等用；...
贵州嘉丽树,功用,材质优良，纹理细密，供建筑、家具和器具等用；种子榨油供轻...
节果决明,功用,本植物除作观赏树外，木材坚硬而重，可作家具用材。
铁刀木,功用,本种在我国栽培历史悠久，木材坚硬致密，耐水湿，不受虫蚝，...
锥属,功用,是丘陵至亚高山常绿阔叶林的主要、也常常是上层树种之一，有...
枹丝锥,功用,木材结构及用途参看裂壳锥。
短刺米槠,功用,树皮较平滑，位于枝节下的芽鳞痕甚明显，木材通常淡黄色或黄...
锥,功用,36. 锥 栲栗（广东），米锥、小板栗（广西），桂林栲 图版12...
高山锥,功用,木材黄棕色，有少量宽木射线，材质坚重，强度大，耐水湿，适...
甜槠,功用,木材淡棕黄色或黄白色，环孔材，年轮近圆形，仅有细木射线。...
栲,功用,40. 栲 红栲、红叶栲、红背槠、火烧柯（台湾）图版15: 1-9
台湾锥,功用,产海南的本种树皮厚8-14毫米，不规则纵裂，内皮淡红褐色，近...
海南锥,功用,心边材可以辨别，边材黄褐色，心材色较深。散孔材，无宽木射...
印度锥,功用,木材暗黄棕色，无宽木射线，心边材区别不明显，材质略坚重，...
吊皮锥,功用,环孔材，木质部仅有细木射线，年轮分明，心材大，深红色，湿...
鹿角锥,功用,58. 鹿角锥 臭栲，箐板栗，黑炭木（云南）
龙州锥,功用,壳斗的下部增厚呈木质，形同柯属某些种类的壳斗。它的小苞片...
湄公锥,功用,本种木材亦属红锥类，但木材详细结构未详。
元江锥,功用,木材淡黄或黄白色，属白锥类。
苦槠,功用,环孔材，仅具细木射线，木材淡棕黄色，属白锥类，较密致，坚...
钩锥,功用,树皮厚，如松树皮状开裂，内皮淡红褐色，近于平滑。环孔材，...
公孙锥,功用,28. 公孙锥 细刺栲、斧柄锥（海南）图版12: 1-3
淋漓锥,功用,木材黄白至淡棕黄色，与苦槠相同，均属半环孔材，木射线有宽...
细枝木麻黄,功用,树形美观，常栽植为行道树或观赏树。木材硬重，用途同木麻黄...
粗枝木麻黄,功用,常栽培作行道树或庭园观赏树。在造林上由于其幼树生长慢，容...
银杉,功用,有脂材，心材淡红褐色，边材灰白色，纹理直，结构中。供建筑...
北非雪松,功用,作园林树。材质优良，可作建筑、家具等用。
雪松,功用,边材白色，心材褐色，纹理通直，材质坚实、致密而均匀，比重...
吉贝,功用,果内绵毛是救生圈、救生衣、床垫、枕头等的优良填充物；又可...
细瘦胡麻草,功用,我们仅有带果的标本，上述中花部特征，系取材于原始记载。
小空竹,功用,编织性能良好，在产地常用于编织家用品，捶打成“竹麻”制作...
糯竹,功用,本种笋箨起初被黑色硬毛，以后毛脱落则呈光亮的栗褐色，节间...
台湾三尖杉,功用,木材淡黄褐色，结构致密。可供家具、农具及器具等用材。叶、...
草原樱桃,功用,本种抗寒耐旱，核果味甜酸，适宜作培育寒地樱桃的原始材料，...
矮琼棕,功用,本种树形优美，可作庭园绿化材料。
钝叶桂,功用,本种木材纹理通直，结构均匀细致，材质稍软，中等重，加工容...
天竺桂,功用,枝叶及树皮可提取芳香油，供制各种香精及香料的原料。果核含...
平托桂,功用,本种木材纹理通直，结构均匀细致，软而很轻，易于加工，干燥...
香槐属,功用,本属植物多数种类木质坚重，黄色，可作建筑材料及提取黄色染...
鸡足香槐,功用,作建筑用材和提取黄色染料；常栽培作庭园观赏。
翅荚香槐,功用,材质致密坚重，可作建筑用材或提取黄色染色。
小花香槐,功用,作建筑用材和提取黄色染料；常栽培作庭园观赏。
红桧,功用,本种为亚洲东部最大的树木，阿里山有两株大树，其中一株树高...
龙拐竹,功用,因竿节间畸型，当地群众用以制作水烟筒，精致美观，也是颇有...
香竹,功用,笋味佳，为当地主要笋用竹种；其材质坚硬，不易虫蛀，也大量...
长节香竹,功用,笋味甚佳，当地亦称香竹，竿坚硬，用以作为楼房的地板。
流苏树,功用,花、嫩叶晒干可代茶，味香；果可榨芳香油；木材可制器具。
台湾虎尾草,功用,从我们现在掌握的标本材料判断，G. Bentham（Flora Hongkong...
香槐,功用,5.香槐（中国树木分类学）
闭花木,功用,散孔材，褐红色，年轮不明显，结构细致，材质重，气干比重0....
皱子白花菜,功用,与国产其他种很容易区别，本种花单生叶腋；2个中央花瓣表面...
栒子属,功用,大多数为丛生灌木，夏季开放密集的小形花朵，秋季结成累累成...
耐寒栒子,功用,本种是在栒子属中较为高大的种类，高可达10米，春季满树缀以...
厚壳桂,功用,本种木材纹理通直，结构细致，材质稍硬和稍重，加工容易，干...
硬壳桂,功用,本种木材纹理不很通直，常出现不规则的纵向弯曲，结构细致，...
黄果厚壳桂,功用,本种木材纹理交错，结构细致而均匀，材质硬且韧，很重，易于...
丛花厚壳桂,功用,本种木材纹理通直，结构均匀细致，材质稍硬和稍重，干燥后稍...
钝叶厚壳桂,功用,本种木材纹理通直，结构细致，材质硬且重，加工容易，干燥后...
长序厚壳桂,功用,本种木材纹理局部交错，结构细致，材质坚硬强韧，很重，较难...
柳杉属,功用,树干高大，材质轻软，纹理直，易开裂、反挠。可供房屋建筑、...
日本柳杉,功用,日本柳杉在我国江苏、浙江、江西等省有下列栽培变种，均作庭...
台湾杉木,功用,木材心边材明显，纹理直，结构细，质轻软，有芳香，耐久用。...
柏科,功用,木材其树脂细胞，无树脂道，纹理直或斜，结构细密，材质轻至...
柏木属,功用,本属各种的木材纹理细密，结构均匀，有香气，耐腐性较强。可...
柏木,功用,柏木生长快，用途广，适应性强，产区人民有栽培的习惯，可作...
巨柏,功用,材质优良，能长成胸径达6米的大树，可作雅鲁藏布江下游的造...
西藏柏木,功用,木材性质及用途与干香柏相似。
福建青冈,功用,木材红褐色，心边材区别不明显，材质坚实，硬重，耐腐，供造...
赤皮青冈,功用,边材黄褐色，心材暗红褐色，纹理直，质坚重，强韧有弹性，气...
小叶青冈,功用,木材坚硬，不易开裂，富弹性，能受压，为枕木、车轴良好材料...
